Index SHIndex BaiYunJiChang ZhongYuanHaiNeng ZhongZhiGuFen ZhongGuoYiYao HuaRunShuangHe RenFuYiYao JuHuaGuFen TianTanShengWu ZhongGuoJuShi ShengYiKeJi ShengWuGuFen ShouLvJiuDian KaiLeKeJi JiaHuaNengYuan YiLiJieNeng NanGangGuFen XiShuiGuFen AnQiJiaoMu ShangHaiJiaHua YangQuanMeiYe ShouKaiGuFen JianKangYuan ShengHeZiYuan SanYouHuaGong HuaLuHengSheng JinZhengGuFen ShiLanWei LanGuangFaZhan YangNongHuaGong ChiHongXinZhe FengHuoTongXun ZhongHuaGuFen GuoYaoGuFen HuaHaiYaoYe ZhongTianKeJi ZhongTieGongYe ZhongGuoRuanJian XiaMenWuYe JiChuanYaoYe ShanYingZhiYe KangEnBei TianDiKeJi ChangDianKeJi BeiDaHuang AiJianJiTuan WaiGaoQiao YuYuanGuFen DongYangGuang JunShengDianZi TianJinGang ZhongTangYaoYe JingJiangJiuDian XinChaoNengYuan ShuiJingFang XinGangGuFen ZhongChuGuFen HuaXinShuiNi ShangHaiJiDian NeiMengHuaDian ZhongJuGaoXin HangTianDianZi ShanShanGuFen HongFaGuFen BeiMengYiJi TangShanGang TaiPingYang HengLiYeYa XiBuKuangYe TongKunGuFen ZhongGuoWaiYun ZheShangZhengQuan DaLianGang ZhongKeShuGuang HeBangShengWu JinShiYuan KouZiJiao LaoBaiXing JiXiangHangKong ChenGuangWenJu ZhaoYiChuangXin GuoYaoYiZhi DaYueCheng ZhongGuoChangCheng JiDongShuiNi GuoXinJianKang LiZhuJiTuan GuJingGongJiu XingRongHuanJing JiLinAoDong ChangChunGaoXin YangGuangCheng ShiJueZhongGuo DongBeiZhengQuan YanJingPiJiu TaiHeJiTuan HangFaKongZhi GuoHaiZhengQuan XinXingZhuGuan BeiXinJianCai LuXiHuaGong ShunXinNongYe ZhongDingGuFen HuaLingGangTie JiZhongNengYuan XiYeGuFen ZhongNanJianShe YinTaiZiYuan LangChaoXinXi ChengZhiGuFen XinDaLu LongPingGaoKe XinHeCheng HuaLanShengWu ZhongHangJiDian YiFanYiYao SuBoEr ShuangLuYaoYe ZiGuangGuoWei SanHuaZhiKong GuoXuanGaoKe TaiYangZhiYe WanFengAoWei ZhongTaiHuaXue SanGangMinGuang NanJiDianShang ZhongHuanGuFen GuangDianYunTong ZhengBangKeJi YouZuWangLuo ZhongHangGuangDian HeLiTai DongHuaNengYuan YuYueYiLiao WeoShiTong DongFangYvHong ShengNongFaZhan HaiDaJiTuan GeLinMei JieRuiGuFen BeiFangHuaChuang WeiXingXinCai QianFangKeJi HaiPuRui SiWeiTuXin GuangLianDa GuiZhouBaiLing QiMingXingChen JinZhengDa XieXinJiCheng FuLingZhaCai SuoFeiYa HaiNengDa LingYiZhiZao LongMangBaiLi YiLingYaoYe KuaJingTong MuLinSen KangHongYaoYe EnJieGuFen ShenNanDianLu YiWeiLiNeng JiQiRen BiShuiYuan SanJuHuanBao XinWeiTongXin GuanXianChuanMei WeiNingJianKang LiYaDe GuangHuanXinWang JianFanShengWu YiLianWangLuo HuaDaJiYin SZIndex CYIndex
2013-03-19 87582105 1820312 5666518 5321852 2009061 3524343 2229771 8881408 8196290 6579839 2682631 3515084 3591659 7998582 4055129 44643483 6851379 6821397 2852923 1867175 16925624 16353397 5535851 3522108 8065506 8666128 6655540 6054915 7076962 2430859 7551302 5205464 4124175 3403754 5419510 14400801 3488417 2068008 4633459 1867371 30664437 3861318 2834696 5457335 12818592 7164241 2365315 13750746 2203184 2111297 3719108 3857478 1267749 2249927 4563679 1336555 3120664 12727741 2606919 12869588 7922025 11617057 2895470 2141612 836021 3016860 16591454 2807074 15587457 1900053 318354563 257745 8010901 64400 1880525 395652 52000 50900 23600 65400 7400 1852601 10111022 3472469 8860189 27233856 1574163 6407688 197316786 10669379 1710299 2632982 195692 25022745 16350815 5154501 22033802 23097245 7681017 4957402 14577588 2572098 4726055 10141173 19220872 4557490 6953800 7393689 1221125 2721507 8962981 6226274 5554367 3328678 4378380 3039390 729946 2902396 2207110 2888274 2315346 2824471 1036858 6609921 946035 1180440 2253371 6412857 2965463 2749336 2314281 1179736 4829587 1903262 7280760 2747689 28963842 2963188 8548610 1771876 1750696 948523 364434 2233242 6627998 1357924 21909487 1580223 1103992 37078713 1077719 609810 603473 1650219 3861086 5329942 1242924 66000 29100 12311 29866 2811431 4296933 1438712 6512073 1690042 5957245 882387 692423 498605 14500 5300 5500 87036353 6628980
2013-03-20 131241284 2832632 4143307 7774989 2132524 3926527 2524083 13527960 7298084 5908989 4153647 4495736 2790731 8966054 4043901 37187648 5281251 16693711 10055162 2184288 24952049 22463986 4960397 2956254 11786152 14018930 9346605 10478869 6074651 3564275 8635748 4724634 7469411 3970520 9384888 18560567 6566082 2588000 6183315 2144487 38040057 6449433 4772627 9426196 11312904 9082146 4364921 13444777 3973976 2930302 8034210 6763542 1045493 3657904 4892856 1824805 5711165 12014492 3603869 15595656 11292423 17343361 3530406 3125701 1274121 3564989 48372975 4163389 20968158 3753373 318354563 257745 8725444 64400 2795926 395652 52000 50900 23600 65400 7400 2495143 11867666 6785020 14325372 21210146 1500997 5849358 144733279 18213625 1932154 3369184 195692 26206938 14099296 5250292 17613187 45546448 11319137 11193044 22903577 2996782 7611122 8847661 31829439 6400046 9120577 7206137 2005946 2812243 9085038 6249695 6004632 5320784 5898897 3597604 1229098 2054890 1349578 4172403 30758429 3585533 2218601 10348733 623880 1590165 3751055 7236880 4297075 2913922 3788742 2313926 4480351 2203356 5357719 3232795 28963842 2671640 10972769 1673157 1420803 1582024 546984 2800985 14302870 2549632 14104283 1507538 1167901 21709115 1285986 383145 2139603 2489738 2983192 4495846 4358865 66000 29100 12311 29866 4663582 5941618 3542576 12469510 1213410 6227164 349401 843372 498605 14500 5300 5500 121730253 7972105
2013-03-21 119200910 2241799 4110100 9698925 3015842 6016343 3157685 14652081 10582026 6195907 3828803 4785854 2442607 10078192 4407020 62751532 3889681 16859576 13600231 2198894 18061776 16981352 6133152 3155886 7522323 12014555 8360209 8891702 14174881 3628380 7693337 6646520 11371755 2051915 13658349 18928359 10307699 2796854 5995190 1940888 53158262 6150717 2589713 13315654 15122613 5151129 3672210 28965932 3240765 2212465 7165026 5735835 952514 2867585 4903502 2224667 4478666 7193881 4022620 27652903 9072725 23746845 2932120 2629064 2218255 3116839 27721038 4614219 16771913 4130392 318354563 257745 6459215 64400 3373760 395652 52000 50900 23600 65400 7400 5794852 8822449 10141844 10866336 28723120 1740997 4000352 205541192 14371973 2189995 3074504 195692 17805688 14523317 5522558 15101236 36641156 38521591 6178403 15509087 2036853 9629832 9825831 26431484 5728670 3939077 7591013 5695769 2595209 16536662 8550260 6007480 5671968 7021743 3377444 2149482 2296750 2120959 8908226 14914063 12633779 2689777 10331494 823596 1805741 3751055 7891673 5746103 1997765 5866351 2800196 3417710 2075165 12538538 3390048 28963842 1423490 13418365 1692222 502405 1497212 516794 3306790 14543317 2641756 10678145 2780571 1338853 15596396 1454332 381180 3677999 2611489 2794085 6041752 2769585 66000 29100 12311 29866 6474270 9064020 4343805 11667249 3993224 4880665 771711 687655 498605 14500 5300 5500 112161862 9362198
2013-03-22 101167299 5350423 3251839 9609013 3712192 4321551 1842945 14221907 7065312 7294866 13808135 2649514 3489360 6637179 6000036 38655166 2439150 23458060 7475102 1750978 12009345 10399084 3607663 3712373 5363467 7443706 5288063 7312312 6455287 2137958 5723608 3981556 5082224 4510121 4952977 14184465 6690174 1313606 6339277 1631854 97469798 6683260 3242056 9569115 8423692 4076816 3998951 17104564 3194292 2936339 3134124 3631090 771109 4143766 3990441 4631173 4064776 7852779 1648365 13317196 14227678 14332729 3232486 2134388 3450240 7512469 19049413 3792967 13055556 3354949 318354563 257745 8653491 64400 2713268 395652 52000 50900 23600 65400 7400 6851601 5849139 7841749 10128702 18963493 1108083 3186074 144529359 11989930 1467755 1710571 195692 10753769 12803067 6996855 11959941 26020449 25065402 6229210 12886743 1263869 11978212 12090473 16227543 3887967 2800115 9094466 5507173 2032124 14654812 5162855 5159694 2899619 4558336 3650357 1201888 1460470 1423243 5315765 15632652 17130009 1671914 7189184 683205 3000386 1981151 4506187 4409541 1760223 4151791 2341825 3982497 2338443 9587815 1956146 28963842 1488415 18048736 2699099 2066142 928149 402020 1999974 13989391 1471865 10678145 1656370 1921687 22384224 565060 559470 1017988 1720852 10017881 4087109 2622083 66000 29100 12311 29866 5231029 5714116 2645835 6166420 3724149 3714007 630911 745508 498605 14500 5300 5500 94450863 7336864
2013-03-25 97031526 2016684 2543105 7282007 2959020 3574312 2024203 8558913 8235681 3369371 11241442 2003237 1714904 7886749 3601505 23945547 3482503 34010458 4255311 1617225 10896434 13765818 3689063 2839446 7232754 11401639 8090700 7175484 5017637 2897000 6191641 6500243 3819251 958241 8317737 11709788 6070486 1127862 9847675 1287662 45037175 9737885 2986040 6966182 6872137 5094478 4525525 23819298 6723001 2612279 2024441 7116272 699537 4029065 3240924 8272211 4352729 5541868 2011195 14743385 7025050 9505827 5280767 11015183 1485180 35133174 15878523 3139761 13706839 2043079 318354563 257745 5347051 64400 1696364 395652 52000 50900 23600 65400 7400 5267445 10723479 17843198 6885784 59319754 1247474 2998394 176986124 11652454 1840610 1295092 195692 10429937 18413743 5543643 12557353 17139196 14702248 3608843 12073569 2096192 6859474 15700191 12849663 5008436 3061316 9136234 2172023 1832008 8696774 5894141 3505668 4780857 4294306 5371620 884766 1411155 1704741 4303658 7985665 8555135 4356201 5365694 1576289 1317121 5228043 4077626 5445503 1618138 7316418 5079214 3941006 1798069 4766470 2539358 28963842 952436 11285822 3800316 558496 926909 494920 1901141 9525530 856019 8765374 1031156 1147250 15737673 493532 462453 1406068 2902356 6817879 7794567 2358907 66000 29100 12311 29866 4113596 4828750 2085834 6014687 2395743 5296211 471056 417911 498605 14500 5300 5500 90515222 6744977
2013-03-26 104449015 1598600 3053357 6213462 2257877 3463636 3300731 8605216 7364630 3592687 6985425 2940068 1910065 9770620 7966475 23732751 2924928 21809484 6601748 1388366 14323776 13856815 5396046 3029367 7040626 12536195 6090089 6568241 7550930 3725972 6741640 3402922 4909689 890929 4128007 9705482 6379286 4838351 6333236 1702665 34449996 6360842 2792441 6454053 13387883 4235204 2953785 19594443 6723001 1576420 3318159 6018796 744000 4459669 4711387 7431195 4228458 5770558 2661556 10378854 7493370 12615806 6944762 9997712 1551833 35133174 55167718 2210512 15520317 2579400 318354563 257745 6387867 64400 1824764 395652 52000 50900 23600 65400 7400 2487015 9091312 7151570 4836186 43503326 969042 2456683 129522997 14494655 1641294 3271843 195692 12053683 11389036 4672919 7834350 20003589 13029691 4233102 12783173 2294944 3523049 10611689 19380801 4543601 4172455 7983403 3587521 2035724 9161769 9754082 6643897 5005084 4521792 12584948 1996669 1488035 1223984 3071223 8860125 4201902 2720094 12416215 1214627 1243971 5074726 4022869 3702817 1251668 2819392 2562615 2805203 1415361 5991248 2554317 28963842 863628 9214036 1889638 248117 1036606 468206 2628007 19377454 970055 6082235 1150793 1868467 12060156 1152483 445805 1426739 2526967 4492023 3966790 4445611 66000 29100 12311 29866 4291964 5003632 1809211 5889408 1878413 6599185 751091 506785 498605 14500 5300 5500 96004377 7059627
2013-03-27 96331195 1273849 1725332 6001145 2010180 5053359 2816017 9313046 6574940 2632843 4418710 3066486 2952734 10186866 5006277 18123890 2011337 18682522 4427634 1221655 7751624 12081323 3979345 2198297 10171058 11278372 5219616 5165728 9376441 2427281 3799050 2566929 3601839 1370206 18181052 11367976 4025877 4466340 5742712 1041132 57939814 5360119 2475679 4182920 9384714 4234192 8933719 19605132 2819553 2240307 2595631 7649712 1029302 3669608 5511553 3328197 3716288 7061661 1928102 5571923 16258469 14148685 14420106 5227846 1332605 35133174 38874048 3022542 11058291 2592337 318354563 257745 6009968 64400 1385983 395652 52000 50900 23600 65400 7400 3005953 5870609 4472358 10285658 24675615 1235661 3979667 102486154 12375108 2430784 3497997 195692 11023663 10441995 3116214 14108305 15685998 9079429 4627715 8131939 3713066 3768075 5554617 16499480 4975649 2845491 5206124 2915802 1791925 7227721 8572246 5751445 3670090 5941063 6148516 1946784 2294272 3174751 4229943 14190731 4672619 4939978 5708458 1048846 1502877 3362689 2756426 4091491 1284405 2929176 2412724 2491076 3520993 10265387 1838346 28963842 741030 7573766 1561078 366374 588237 287431 2404473 17474529 3115107 15877923 3737182 1002457 10318901 1198169 395807 2334090 2219998 2955125 3947001 3006144 66000 29100 12311 29866 7075593 3273680 1555820 4947837 3519516 4580316 343516 468936 498605 14500 5300 5500 89989531 6436412
2013-03-28 127658698 3436533 3692808 5647170 2493115 4047086 4562303 9451797 5266038 5026141 4671550 3313517 2947581 11618344 5182944 17797000 4709780 22305510 5350358 1195196 12861260 10912353 4622514 3104795 9590652 15664779 5273239 9851570 34041145 2227693 6015815 3074560 6244187 1611559 9610571 20325414 7957836 2337628 11375576 1995955 49337837 11650699 4639970 6119059 12019851 4875045 8880382 11805070 2856613 1974003 5976650 5940037 1149993 7019895 8719671 4168134 3568305 7183388 2395628 5280506 13581316 11411849 11970479 4521651 2482594 35133174 32686825 2102049 16024583 5060912 318354563 257745 9955113 64400 9622496 395652 52000 50900 23600 65400 7400 5001117 10871519 4820634 8233842 19252814 1044352 3281806 115238146 20085385 2718126 1668736 195692 22665537 18423101 4201115 10993729 25322649 12110877 4628763 11743814 2878629 4095993 7930737 28694221 4142775 5244093 6474336 3369370 1937782 9397759 6410629 23849722 6252550 4468738 5874923 1322097 2184047 1632730 4876287 8702072 5263681 6154253 7222292 751865 1687726 2790601 3309465 4127658 2168247 3124296 2037186 2364239 1455862 6693982 3029572 28963842 1754727 9518997 1757747 202617 1157026 549548 2731243 12309327 3387927 18562247 2165170 892210 15784394 1264337 618102 916903 2242180 3414708 4566021 2183033 66000 29100 12311 29866 5358525 5128025 3401512 5748558 4631853 4592259 643140 639438 498605 14500 5300 5500 104506209 7385805
2013-03-29 85565473 1700063 2714840 4741159 1310411 7765150 2193355 5454578 9178140 2403467 3078841 2796601 1371244 7502460 2036623 17668816 1376232 10014812 4335173 1916517 5547818 5615979 3651860 1555346 11218396 6937414 4241520 3900734 44212714 2590283 11612291 3200050 2326695 3098414 9747346 13039230 4926432 2453036 8268331 1643218 23282452 5267963 10082294 3756974 6853697 5366411 9684008 8446135 1966083 2078764 2975979 2993352 736198 5665239 6341810 2668002 2458602 5498519 1827016 3517687 17517540 8456211 7683359 2282191 1372341 10527116 14243552 2575729 8283989 1972078 318354563 257745 5131880 64400 4850581 395652 52000 50900 23600 65400 7400 3627382 5410656 2521492 3061781 35301475 1178703 2407800 97171550 7355121 1997085 2168360 195692 11740909 5985171 2740444 10710626 15050920 5592241 4135406 13901594 1247675 3075089 5115504 16057285 2804558 8122405 6994119 1423080 1145299 5044679 6815794 10056341 4882926 4073063 6300540 778434 1129007 3280799 1751420 5482479 2263619 2887372 4366786 734938 866315 2384877 4990027 2154947 585515 1843905 924159 2357649 1831776 6329018 1880021 28963842 1034433 5331536 1632752 902093 734921 1602518 1874269 14865079 2412997 8596237 5155610 1511049 9660216 1124281 331131 3535476 929256 2184803 2511576 3748762 66000 29100 12311 29866 2553800 4703581 1843478 3518783 2012671 5050200 596852 263996 498605 14500 5300 5500 75943652 5532532
2013-04-01 77411774 1259800 2210249 5584702 1938290 4233899 4340382 4407181 24734257 5478703 1893786 5563251 1051078 10258884 2310648 13459192 1996712 9545607 2755252 1332856 5546256 15246006 10504951 1499320 12987071 6931703 3915890 3816889 26255122 1532347 23233786 3270546 3215426 3213897 3826191 7572984 3879132 2396391 5813552 1702923 25383451 4686074 6607375 3243621 13282997 4162274 6053754 7947630 3576099 796096 2210984 6189854 2087093 5143111 6727546 4452862 2873815 7863344 2487362 4656963 7488936 15090835 5740871 3203145 1148091 8060311 14656342 2503722 8651107 2496056 318354563 257745 4127015 64400 2753268 395652 52000 50900 23600 65400 7400 3363707 12975635 3220127 5372112 20465919 1637808 2478391 127479906 8537956 2522084 4390894 195692 8858803 11778513 5474351 13811294 10194474 6291764 4110004 9131723 6046179 5675527 7877991 12148151 4044267 6090720 5142859 3081508 2913120 8840760 4011692 6783932 15418286 11114019 8135423 824731 3204015 2376155 2544706 3709875 3414393 1375624 5252202 2535997 1419872 2351232 4629296 2307664 635138 1778300 1055537 2349115 1927807 8666494 2769296 28963842 909125 6796617 1495600 386201 698689 541185 1832384 21947520 1992862 11444190 1904703 1813908 9173697 1328915 527716 1028997 990664 4559206 3819164 1974005 66000 29100 12311 29866 2380569 6088441 2832380 9617393 2700875 3742600 599486 268457 498605 14500 5300 5500 86626881 5866251
2013-04-02 89714323 1408995 3665117 6207171 2007071 7911054 3985153 4933864 24901817 4698817 3600734 2398693 1980481 9094044 2510114 15631898 2359463 12024740 2606246 1868523 5834611 10909057 6457248 2757538 7747322 7216667 4955999 4950324 15493835 1707308 14507928 2644582 2796311 2921877 8833797 33026657 3832461 2243497 4577097 8135135 28507164 8554789 6544438 4413039 13173076 3039022 7411270 9589350 11804364 926430 1940831 5081134 1369259 5530842 3985857 5335406 3388246 21250983 2348758 15555268 11272780 12108912 5713316 4376166 1718185 6948331 16433382 4575101 7620461 2631376 318354563 257745 3924846 64400 3577255 395652 52000 50900 23600 65400 7400 3128817 8460627 3083439 10126104 15638765 1435409 2024442 128254104 8032503 4710899 6681980 195692 9914846 23466511 2566020 14778733 37397565 15116146 9620010 13748069 7113909 7840371 8613259 15284975 3062554 7623035 14407258 2415449 1855256 9450625 6352732 6718521 10194620 11114019 5040013 1803939 6282274 1999467 2436076 7043800 4720461 2179011 4822376 2432283 939242 1374664 4529956 6781501 1354517 4375599 1633851 1931743 3179466 6708538 6245008 28963842 1764546 8517968 2649021 245981 1749290 482190 1764582 18348213 1194041 9630189 3499101 1090772 12193508 1102315 520634 1180373 1447781 3812735 4245105 2341373 66000 29100 12311 29866 4269527 18763371 3404263 8175824 2745444 6092441 955448 456913 498605 14500 5300 5500 98532777 7456575
2013-04-03 81795267 1617897 1955730 6617798 6348805 2450467 1746139 6311272 34787116 3390535 2221679 3000962 1001889 6762748 3246655 14618171 1625012 8916561 2875119 2017267 5506977 11058653 8918520 3142461 7001970 10873731 4425497 3970329 42123458 1514548 12462139 2916429 2478759 3683053 6754291 12174230 3840786 1683551 4835470 4575443 20161702 10237482 4878898 8424521 14677410 2918937 3823852 19459839 14514012 1160565 2442651 2753810 2011322 5011749 3234222 2212596 3598864 14468247 2291683 9463765 5706479 13344242 3717554 3271454 1206249 9107596 11460785 2507549 7664717 2729928 318354563 257745 4002457 64400 2543807 395652 52000 50900 23600 65400 7400 1152426 4980131 3483358 6246998 9988740 1467711 1948264 69703081 6241859 2013889 3253009 195692 7042714 9279860 2218329 12746064 28564555 6931737 4143631 17054217 3583620 5519069 7252186 11431603 4433928 6847766 9024151 1331443 2687462 9187826 6779907 4896997 29275001 11114019 4659168 362363 4206574 1676011 1891743 4095760 3564316 1318484 4710276 2440289 1095747 916253 4211069 4201578 661667 2873361 1464610 1671596 1504517 4394842 2458230 28963842 2044722 6093972 1754395 436859 704056 477275 2224513 13242583 1685948 9859602 4295210 1877973 16885431 769733 296667 599297 1993716 1939129 5109598 2186253 66000 29100 12311 29866 3601462 8463616 3317402 3805147 1794308 3831854 562588 509863 498605 14500 5300 5500 94630492 6106939
2013-04-08 86257470 5152266 2315176 6468067 6348805 3453203 1920827 7165178 25532989 3341005 2523278 5282775 1824682 7918216 2688349 19875663 1404184 9095714 4162246 1714503 12436102 23370297 18338061 2110604 10404780 17107133 3296537 4366052 95328892 2151583 12462139 4264663 5380390 2227852 5588212 15375611 4400297 1973229 6389038 2150433 25718332 6933902 5179280 6187245 38048126 5886888 4685004 10569852 11278492 848651 3153813 4685719 3077036 7156107 4337083 2276600 2413638 15422893 1702382 15252734 6991443 22594410 7551649 1869701 2265224 6376287 19281093 2282819 11191450 2506981 318354563 257745 5121069 64400 1626226 395652 52000 50900 23600 65400 7400 2034619 4626305 3058977 8502002 17741528 1341802 1876072 96630231 7642146 1982585 4803677 195692 7459311 11925592 3545183 8554938 28205917 9073292 3892912 8669608 2787561 5390308 9443707 20897630 5849971 6386543 11057275 2003387 1790952 7117773 4497982 5347644 22922910 11114019 2938240 1615530 5534309 1262715 2494245 5339855 3777912 967914 7109661 955749 1138566 1894536 2731239 4696468 655427 2484431 1095128 3795097 1125923 4955479 1428100 28963842 1914337 6864334 3084198 353488 857885 391092 2799866 22285999 1855380 6944904 3103762 1425790 11075097 961125 306354 558325 1502960 2803636 8260665 2012176 66000 29100 12311 29866 3136081 7693361 2881986 6182741 1860060 3665997 386650 718475 498605 14500 5300 5500 94096579 6575442
2013-04-09 82896544 2309564 2341354 7078124 6348805 5077338 5138033 6987430 14133707 5963508 3917920 3050683 1113800 7360907 2032625 21582609 1267077 6186086 2272865 1410703 7407483 12752856 9653113 2812982 13893044 7951128 3420447 4261967 47859049 2258128 12462139 2456651 4139991 2261735 6750865 19450469 5441508 1389132 14844942 1574421 21110802 6198347 3228977 6484929 12370583 4589306 2500945 11003271 21365384 834477 2137390 6947925 2720544 19941573 3833867 6901872 2827864 16562358 1931238 8545707 6478480 12962341 10473524 1926374 1950272 4009230 17025577 3055210 8108154 2494485 318354563 257745 3948507 64400 1254347 395652 52000 50900 23600 65400 7400 1500005 5950273 2155798 13293692 17547338 2220560 1788982 89577559 7609741 1422230 5647103 195692 8026535 9548866 6763304 6069601 25037553 7146900 12485314 9572967 2475723 4777729 6757344 18592975 8395443 7232901 6244711 2615880 1621934 17814841 4568218 4696415 13000687 11114019 3248218 484018 4106761 2813339 2006120 4612336 2927629 1293694 4870912 938290 1026822 3630073 2487893 3695160 609605 2311108 887045 6533654 1252699 5244142 5716633 28963842 930590 4612154 2159214 328170 1333069 269853 2143801 15832672 875915 5609519 1877685 1012504 11475482 807431 210094 1135062 4168367 1612569 29336442 1773205 66000 29100 12311 29866 3264846 7411356 2332775 4361835 2214042 3358937 412530 341799 498605 14500 5300 5500 89405011 5703842
2013-04-10 80619621 1188676 1568107 5972375 6348805 8472600 4240976 5699396 13767712 4952090 4207174 3278287 1251824 18157229 2441179 16551661 1563600 5612599 3221687 1653496 7205183 7636892 5762681 1275438 12913221 8720784 3135038 2981691 44123582 1041870 12462139 1745016 3474934 2043032 8003775 20443572 7705620 1559493 6474158 780449 17521642 7803087 2707330 5955311 10706111 4307541 1909418 5904207 21343132 1106420 2443016 3358283 1465226 15711093 12463230 10338577 1934556 11881143 1585333 7143577 3887558 19580236 6875266 1544794 1770428 3666099 23589291 2310439 10894217 2162137 318354563 257745 3512529 64400 1457170 395652 52000 50900 23600 65400 7400 1991737 5195272 2718500 7780977 17485977 1294086 5039432 106602409 8331867 1205165 3301860 195692 9835506 8001058 5703204 7715742 18232430 6883695 6564982 6068177 3779553 6455179 6768589 21890431 6301996 4196216 18179166 1459094 991388 7901471 4436967 3864526 11627322 11114019 2205728 432915 4307159 1920862 2068000 3718780 2049967 1386528 4539764 1087971 685080 2344945 1360247 5184661 552076 3441845 694252 3560964 1410960 4069558 3226737 28963842 955620 4426032 1511932 301096 778121 788922 1774130 18237358 990735 6816025 1165450 1232430 28229229 480330 373128 495144 7938591 1608543 13050428 1339161 66000 29100 12311 29866 2770223 4233903 2489165 3304345 2074770 3495553 506865 1592230 498605 14500 5300 5500 75358157 5556804
2013-04-11 73632704 1596560 2483822 3513007 6348805 5111592 1595148 8219778 12302147 12594947 3492117 1104641 860778 8837056 1592277 15584379 2160414 7340264 2271872 959664 6038463 10900274 4525629 1191324 9335524 5076903 2223692 3591311 27616586 693143 12462139 3156522 3330765 2998668 3793778 12675539 5614726 1313334 5030969 1093735 35767708 5634858 2725832 3565137 8675937 2929546 2941872 5346989 12595154 2987070 1385444 2451399 1104546 8379117 5437081 3767453 1819924 16384566 1829579 6742912 3935377 12064158 5794917 1335288 1610323 2794662 11685816 2901328 9007582 1707396 318354563 257745 3380440 64400 1585345 395652 52000 50900 23600 65400 7400 3851212 8644210 4223149 9639402 12467120 474164 2718799 77083039 5141645 1205165 2927148 195692 6899186 9117907 4534727 6030225 14232855 6136512 4680532 6089138 1749227 3080989 5912822 19408696 4847320 9074726 7393674 1186251 1008909 7792723 3871922 2992687 11375317 11114019 2072519 570252 3343972 1836355 1795361 3141830 3284703 910146 8765956 697000 812140 1217499 7717663 2481603 438533 1999699 659579 4415121 735414 8519345 2680051 28963842 581616 5578893 1590140 406532 1055347 782600 1260183 16761296 1373260 3706255 1669634 1359390 19543207 356086 465880 533990 3893710 1528235 11311608 1759193 66000 29100 12311 29866 2431868 3324214 1497837 3261253 1243396 3274838 457079 1592230 498605 14500 5300 5500 75393778 4771678
2013-04-12 66846340 1355094 1612247 3470437 6348805 2842312 2142630 5562112 7245228 6740636 3565116 1123223 1091396 6716941 2232540 11029687 1490089 6724804 2226909 1323573 5689791 14164138 3691944 1908948 6282492 4712548 2792997 4350628 22290777 2109847 12462139 3289375 2138701 1162766 2700674 8304834 3994951 1297203 4055387 3023976 22596717 3795173 2840575 4019115 6590433 3734499 6999529 5838992 7730330 2047347 1519887 2187009 627873 12304118 6078678 2661594 2761415 9166792 1775811 5539730 12891866 9800089 4649271 867219 2815495 2684391 12178066 2283118 7212697 3187140 318354563 257745 2528305 64400 1149477 395652 52000 50900 23600 65400 7400 1775030 4189603 2475037 5335252 20356095 680854 3151990 84471571 7928437 1205165 1708774 195692 6991553 6030084 2912416 5587601 18308780 4028199 4681773 8731791 1804477 3469811 8151252 11118281 3864086 3112811 5360160 1059447 2112749 8853447 3108226 3664805 7200625 11114019 4299463 2754465 2105192 2202925 1225013 3110165 2352623 838647 3922064 630169 550509 889586 28964602 3329128 1372648 1708938 721533 2183262 889927 7873448 1835309 28963842 351721 8765652 2226862 357241 736685 320601 2303550 9392551 1049141 5606050 2502934 526037 32553075 914310 188524 475118 2831009 1125727 7499064 3373957 66000 29100 12311 29866 2053657 2868871 1097149 2074602 543611 9566178 159901 1592230 498605 14500 5300 5500 67139485 4371018
2013-04-15 71632323 2185541 1944168 3172693 2327015 3117601 1888740 9071653 14046395 4975077 8076929 948400 721832 6297456 5143968 8917288 1728200 6359218 2077162 1060942 8399701 20753649 4523885 2200838 6352556 5908820 3008355 2912063 16650902 11580189 12462139 7654409 2623777 1325436 2991123 8814213 3112405 1320832 5522713 3763191 18931994 10589464 2700758 4181556 5914949 3688066 11790771 23814419 46820888 682046 2456427 5701870 1135929 7877088 3503188 5643407 1981396 10712069 1851679 21821025 7880873 11403636 3019395 718110 744405 4047896 8527287 4248625 9665823 1739338 318354563 257745 4424744 64400 1162962 395652 52000 50900 23600 65400 7400 1522086 5308964 2458088 7802500 11582086 900153 1953771 60542599 6459160 2658436 3479380 195692 5834040 5950360 2751198 3864873 20018121 4475670 3371294 11877748 1668707 2844684 8617774 14291711 12131974 6556424 5044375 1246567 1464001 9195748 3341052 4165571 7604455 11114019 3596600 431483 2471118 2651506 2954242 2584996 3842514 1285559 4315231 789634 1268791 799362 12251227 3837606 787377 1873797 682580 2845835 857697 5324446 1965085 28963842 731866 7712310 1038935 338875 474099 307732 1460497 9206152 898010 3253444 1690435 1325682 24848709 1305580 587388 893069 2420100 1898121 8878878 2320128 66000 29100 12311 29866 1431115 2979432 1273121 6601697 1718091 7630137 527765 469349 498605 14500 5300 5500 73885246 3993101
